,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU)
5637,Kepler-1167 b,b,Kepler-1167,1.00393374,0.0,89.76,1.71,3.92,1419.0,1039.697,0.04911,1.4562,0.79,4971.0,-0.535893050570791,0.75,4.27,-0.05,820.905,1.19075,15.4644749,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,298.3026595,47.6939654,81.68674,10.23657,0.12,-0.12,0.0,0.04,-0.05,0.0,0.04,-0.04,0.0,6.2,-2.48,0.0,25.675,-24.189,0.0366759,-0.0366759,0.0175
5638,Kepler-508 b,b,Kepler-508,25.30889748,0.0,87.81,1.64,4.15,710.0,60.372,0.01554,5.6829,1.16,6025.0,0.28948883924759,1.25,3.55,0.18,324.618,3.05187,35.0556571,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.4042546,42.9812789,76.49718,9.75595,0.26,-0.19,0.0,0.06,-0.05,0.0,0.2,-0.12,0.0,1.19,-1.58,0.0,2.548,-2.509,0.0238153,-0.0238153,0.1763
5639,Kepler-1199 b,b,Kepler-1199,15.0447198,0.0,89.94,1.15,5.78,931.0,92.58,0.00979,5.819,0.94,5889.0,0.187065827123762,1.17,7.76,-0.27,563.493,1.71977988718565,13.5631058,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.7258092,47.2469219,79.80955,12.76351,0.21,-0.16,0.0,0.1,-0.06,0.0,0.21,-0.16,0.0,2.33,-3.53,0.0,,,0.0996695341846096,-0.0996695341846096,0.1152
5640,Kepler-962 b,b,Kepler-962,12.05707239,0.0,89.07,1.97,3.26,689.0,53.823,0.05198,2.2598,0.93,5478.0,-0.261145982220503,0.86,2.4,0.01,411.486,2.40134,6.6108224,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.3131906,46.2375024,79.39397,11.3363,0.08,-0.08,0.0,0.03,-0.03,0.0,0.02,-0.03,0.0,1.92,-0.99,0.0,2.3,-2.3,0.0134814,-0.0134814,0.0984
5641,Kepler-1320 b,b,Kepler-1320,0.86838653,0.0,88.78,1.7,3.95,1389.0,672.113,0.05384,1.0575,0.8,4817.0,-0.72896013929461,0.74,3.16,0.1,647.424,1.51664,7.6409005,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.4335977,40.3808519,71.76684,13.27142,0.07,-0.11,0.0,0.03,-0.04,0.0,0.03,-0.03,0.0,6.57,-1.64,0.0,15.268,-14.592,0.0353298,-0.0353298,0.0163
5642,Kepler-874 b,b,Kepler-874,40.0686727,0.0,89.97,3.94,1.32,560.0,31.624,0.09709,6.0815,1.09,6020.0,0.137575633682041,1.13,3.31,0.03,1082.16,0.895723,6.9654621,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,294.9568477,43.0142991,76.37063,10.0603,1.07,-0.59,0.0,0.12,-0.09,0.0,0.31,-0.15,0.0,1.96,-1.59,0.0,25.93,-24.77,0.0214693,-0.0214693,0.2234
5643,Kepler-1054 b,b,Kepler-1054,4.30655689,0.0,77.07,2.63,2.24,1177.0,760.524,0.0257,4.0697,1.22,6209.0,0.368674693837775,1.34,2.82,0.09,1090.51,0.888327,9.8007537,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.6011085,44.5563604,76.35333,13.56194,1.15,-0.53,0.0,0.18,-0.1,0.0,0.58,-0.2,0.0,0.888,-1.07,0.0,22.95,-22.04,0.0187668,-0.0187668,0.054
5644,Kepler-955 b,b,Kepler-955,14.53244172,0.0,90.0,3.13,1.78,664.0,33.091,0.14263,3.1732,0.89,5350.0,-0.408502316712155,0.84,4.37,0.02,550.383,1.78829,7.8927638,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.4714969,40.2698157,71.67536,13.19907,0.27,-0.17,0.0,0.04,-0.04,0.0,0.07,-0.04,0.0,6.25,-2.69,0.0,6.795,-6.635,0.0219993,-0.0219993,0.1083
5645,Kepler-1403 b,b,Kepler-1403,5.19492202,0.0,89.58,2.14,2.93,1238.0,699.644,0.02729,3.148,1.11,6060.0,0.372080342945736,1.15,3.31,0.03,2163.9,0.433661,11.1813442,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.8676391,38.9600779,71.27274,10.9704,0.54,-0.26,0.0,0.1,-0.07,0.0,0.29,-0.13,0.0,1.63,-1.55,0.0,158.67,-138.78,0.0309849,-0.0309849,0.064
5646,Kepler-838 b,b,Kepler-838,15.74957994,0.0,88.24,2.73,2.13,777.0,61.089,0.06595,4.6942,0.98,5770.0,-0.0986678439450494,0.96,4.17,-0.06,1104.04,0.877122,9.32589,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,285.4354695,45.975959,76.2298,17.46217,0.51,-0.25,0.0,0.05,-0.06,0.0,0.13,-0.08,0.0,3.4,-2.44,0.0,27.28,-26.03,0.0216997,-0.0216997,0.1266
5647,Kepler-69 c,c,Kepler-69,242.4613,0.14,89.85,1.71,3.92,299.0,2.687,0.035,13.1,0.81,5638.0,-0.097,0.93,9.8,-0.29,730.625,1.33989,11.7957421,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,Transit,2013,2013-05,0,0,0,0,293.2609013,44.8688656,77.48226,11.99414,0.34,-0.23,0.0,0.09,-0.08,0.0,0.18,-0.12,0.0,1.7,-4.1,0.0,7.6555,-7.6555,0.0142322,-0.0142322,0.64
5648,Kepler-341 e,e,Kepler-341,42.473269,0.0,89.51,1.99,3.22,539.0,25.667,0.0334,7.168,1.0,6012.0,0.127205581881704,1.02,3.6,0.14,1047.03,0.926393,7.8064092,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,289.8615609,43.4727412,75.11189,13.59083,1.03,-1.03,0.0,0.051,-0.053,0.0,0.52,-0.52,0.0,2.2,-2.2,0.0,20.51,-19.76,0.0182249,-0.0182249,0.242
5649,Kepler-208 d,d,Kepler-208,11.131786,0.0,89.02,1.2,5.95,999.0,176.283,0.00955,4.118,1.16,6092.0,0.309117653112445,1.31,4.37,-0.0422905,775.328,1.26102,8.7944768,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,293.8901979,42.5279413,75.56386,10.52882,0.23,-0.23,0.0,0.106,-0.061,0.0,0.24,-0.24,0.0,1.3,-1.06,0.0,8.8585,-8.8585,0.0146233,-0.0146233,0.103
5650,Kepler-769 c,c,Kepler-769,15.9870174,0.0,88.79,1.79,3.7,803.0,86.761,0.01785,4.279,1.19,6186.0,0.179096002440334,1.28,2.88,0.06,1169.57,0.82685,7.1209379,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,292.7130925,38.3581685,71.38452,9.4126,0.76,-0.27,0.0,0.17,-0.11,0.0,0.55,-0.19,0.0,1.1,-1.11,0.0,33.3,-31.54,0.0234998,-0.0234998,0.1297
5651,Kepler-1186 b,b,Kepler-1186,16.07677615,0.0,89.89,2.23,2.77,724.0,85.385,0.05919,2.237,0.95,5635.0,0.0636871816757538,0.93,4.47,0.0,1337.25,0.719055,3.7528148,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.4796333,47.1017438,78.14023,15.94461,0.36,-0.22,0.0,0.04,-0.05,0.0,0.15,-0.06,0.0,4.7,-2.78,0.0,38.93,-38.93,0.0216012,-0.0216012,0.1281
5652,Kepler-1384 b,b,Kepler-1384,15.36262753,0.0,89.54,1.94,3.33,608.0,32.23,0.04683,3.657,0.78,4919.0,-0.539,0.74,4.57,-0.06,618.0,,21.5573249,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.2151275,39.5270248,73.72695,7.56416,0.43,-0.2,0.0,0.04,-0.05,0.0,0.04,-0.04,0.0,6.24,-2.7,0.0,39.97,-39.063,,,0.1126
5653,Kepler-1245 c,c,Kepler-1245,2.93658468,0.0,82.32,1.44,4.91,1190.0,328.984,0.02796,1.8519,0.86,5306.0,-0.41093355019222,0.83,4.57,-0.01,805.936,1.21237,7.1462926,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.7443078,43.260753,75.19259,12.91958,0.13,-0.08,0.0,0.04,-0.04,0.0,0.06,-0.05,0.0,6.27,-2.81,0.0,16.352,-15.724,0.0244965,-0.0244965,0.0372
5654,Kepler-452 b,b,Kepler-452,384.843,0.0,89.806,1.63,4.17,265.0,1.1,0.0199,10.63,1.04,5757.0,0.0844793998009393,1.11,6.0,0.21,551.727,1.78375,13.4422907,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,Transit,2015,2015-08,0,0,0,0,296.003752,44.2775861,77.86464,9.98768,0.23,-0.2,0.0,0.05,-0.05,0.0,0.15,-0.09,0.0,2.0,-2.0,0.0,5.236,-5.141,0.0169145,-0.0169145,1.046
5655,Kepler-340 c,c,Kepler-340,22.824669,0.0,89.38,3.37,1.62,946.0,154.653,0.03227,6.614,1.65,6620.0,0.867493061570816,1.85,1.29,0.06,808.762,1.20859,1.2517704,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.933471,40.3005515,74.30416,8.12813,0.77,-0.77,0.0,0.103,-0.076,0.0,0.42,-0.42,0.0,0.12,-0.12,0.0,19.911,-18.993,0.0294909,-0.0294909,0.178
5656,Kepler-1103 b,b,Kepler-1103,19.79191978,0.0,86.29,2.27,2.71,736.0,160.282,0.03855,3.172,1.11,6092.0,0.52181189447393,1.15,3.31,-0.01,1331.92,0.72188,7.1529434,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,287.3821348,49.4524247,80.12419,17.50958,0.61,-0.27,0.0,0.1,-0.08,0.0,0.31,-0.13,0.0,1.45,-1.62,0.0,24.44,-23.58,0.0134309,-0.0134309,0.1473
5657,Kepler-1507 b,b,Kepler-1507,16.0506213,0.0,89.8,0.84,4.82,630.0,30.476,0.00944,2.939,0.89,5410.0,-0.324266189536774,0.85,4.57,-0.03,320.478,3.09144,21.316818,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.5616269,46.5361247,77.62192,15.67191,0.09,-0.09,0.0,0.04,-0.05,0.0,0.09,-0.06,0.0,6.44,-2.85,0.0,1.484,-1.469,0.0142682,-0.0142682,0.1234
5658,Kepler-1561 b,b,Kepler-1561,1.00520701,0.0,88.34,1.09,5.6,1682.0,2364.807,0.00975,1.62,1.07,5957.0,-0.0204408363531662,1.11,3.39,0.04,839.076,1.16365,1.4701537,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.9235822,43.5664628,77.55482,9.06503,0.26,-0.18,0.0,0.12,-0.09,0.0,0.27,-0.15,0.0,2.49,-1.7,0.0,18.935,-18.131,0.0261089,-0.0261089,0.0194
5659,Kepler-1355 b,b,Kepler-1355,1.28958811,0.0,86.63,1.46,4.82,1448.0,944.873,0.02896,1.4219,0.88,5352.0,-0.329216715379745,0.83,4.27,-0.04,911.269,1.06907,1.6205966,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,283.7414249,49.0679833,78.8733,19.60386,0.12,-0.1,0.0,0.04,-0.04,0.0,0.06,-0.04,0.0,5.7,-2.63,0.0,25.492,-24.165,0.0296586,-0.0296586,0.0224
5660,Kepler-902 b,b,Kepler-902,40.1099547,0.0,89.98,2.54,2.34,556.0,24.875,0.0732,5.1836,0.95,5647.0,0.108353913430297,0.93,4.37,0.0,1165.34,0.829996,8.510985,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.7317067,46.953875,78.35018,15.1024,0.33,-0.18,0.0,0.04,-0.05,0.0,0.12,-0.06,0.0,4.45,-2.61,0.0,48.64,-44.97,0.034177,-0.034177,0.223
5661,Kepler-1086 b,b,Kepler-1086,18.78425728,0.0,88.97,2.44,2.47,433.0,9.157,0.11529,3.2339,0.7,4350.0,-0.859968622528505,0.66,2.88,0.06,466.084,2.11736,5.0000712,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.251187,45.8429537,79.01712,11.19167,0.35,-0.28,0.0,0.02,-0.03,0.0,0.01,-0.02,0.0,5.26,-1.36,0.0,7.178,-7.178,0.0327842,-0.0327842,0.1198
5662,Kepler-540 b,b,Kepler-540,172.7049784,0.0,90.0,2.71,2.15,355.0,4.525,0.06301,11.2793,1.02,5946.0,0.206582764938707,1.08,4.9,-0.1,390.374,2.53306,56.4595604,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.6249953,44.8737757,76.65702,13.67995,0.38,-0.26,0.0,0.06,-0.05,0.0,0.15,-0.1,0.0,1.83,-2.7,0.0,3.992,-3.914,0.0257423,-0.0257423,0.5886
5663,Kepler-154 e,e,Kepler-154,3.93276465,0.0,87.81,1.5,4.66,1140.0,480.405,0.02349,2.9166,0.98,5769.0,0.0332174165986792,0.98,4.47,-0.04,915.212,1.06396,5.4216178,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.7805393,49.8965624,81.16841,16.24171,0.14,-0.12,0.0,0.04,-0.04,0.0,0.08,-0.06,0.0,2.58,-2.42,0.0,16.92,-16.327,0.0196929,-0.0196929,0.047
5664,Kepler-1572 b,b,Kepler-1572,5.49548621,0.0,89.31,0.94,5.15,1293.0,583.523,0.00858,2.511,0.97,5618.0,0.372653373541174,0.95,4.79,0.08,946.602,1.02757,12.7689838,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,281.8973341,46.7227061,76.08913,20.01227,0.19,-0.08,0.0,0.04,-0.04,0.0,0.19,-0.07,0.0,4.81,-3.02,0.0,12.8675,-12.8675,0.0142509,-0.0142509,0.0614
5665,Kepler-658 b,b,Kepler-658,1.28707676,0.0,89.98,1.63,4.17,871.0,223.745,0.07294,1.5086,0.63,4103.0,-0.899220858853798,0.6,3.09,-0.04,388.384,2.54642,51.3999913,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,282.983621,47.5783897,77.20416,19.5912,0.06,-0.06,0.0,0.02,-0.03,0.0,0.02,-0.02,0.0,4.2,-1.5,0.0,5.092,-4.965,0.0330781,-0.0330781,0.0188
5666,Kepler-634 b,b,Kepler-634,5.16950177,0.0,88.44,1.89,3.44,1309.0,808.844,0.02106,4.507,1.03,6075.0,0.420749632726784,1.24,5.37,-0.18,888.027,1.09734,8.8442214,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.19509,40.7027352,72.98129,11.51067,0.3,-0.25,0.0,0.09,-0.07,0.0,0.19,-0.16,0.0,1.6,-1.58,0.0,12.022,-12.022,0.0151282,-0.0151282,0.0578
5667,Kepler-304 e,e,Kepler-304,1.49914695,0.0,87.54,1.2,5.95,1137.0,397.254,0.0276,1.4421,0.8,4817.0,-0.661600287137952,0.73,2.09,0.05,434.684,2.2721,3.5575792,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,294.4418031,40.5575408,73.9863,9.2491,0.06,-0.03,0.0,0.02,-0.03,0.0,0.01,-0.02,0.0,1.63,-0.66,0.0,5.295,-5.171,0.0274817,-0.0274817,0.0232
5668,Kepler-1177 b,b,Kepler-1177,106.247547,0.0,89.32,1.9,3.42,377.0,11.862,0.03974,13.668,0.98,5712.0,0.342123309283905,0.97,4.47,0.02,1299.97,0.740452,2.8999773,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,286.6714813,49.4062964,79.90298,17.92352,0.16,-0.12,0.0,0.03,-0.04,0.0,0.07,-0.05,0.0,2.76,-2.41,0.0,34.42,-32.72,0.0197121,-0.0197121,0.4301
5669,Kepler-661 b,b,Kepler-661,6.02930132,0.0,89.5,3.07,1.83,678.0,45.528,0.19127,1.5798,0.7,4483.0,-0.814110944759368,0.67,4.27,-0.05,534.788,1.84175,28.5498649,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,283.7107463,47.8631748,77.66083,19.22395,0.12,-0.21,0.0,0.03,-0.04,0.0,0.03,-0.04,0.0,5.92,-2.46,0.0,10.055,-9.697,0.0342594,-0.0342594,0.0585
5670,Kepler-1532 b,b,Kepler-1532,1.09366356,0.0,88.29,1.35,5.34,1681.0,1705.762,0.02184,1.4839,0.91,5559.0,-0.141158301550828,0.88,4.27,-0.1,798.246,1.22441,8.2229356,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.902784,41.1981424,75.45686,7.92312,0.18,-0.12,0.0,0.06,-0.06,0.0,0.11,-0.07,0.0,5.24,-2.59,0.0,14.908,-14.38,0.0227989,-0.0227989,0.0206
5671,Kepler-520 c,c,Kepler-520,5.21104261,0.0,83.02,1.07,5.56,1107.0,351.69,0.01038,3.3011,1.1,6112.0,0.510322444285176,1.09,2.04,-0.03,623.901,1.33698118393295,6.1401104,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.1802903,41.6177408,74.49539,10.58195,0.07,-0.05,0.0,0.04,-0.04,0.0,0.05,-0.05,0.0,1.07,-0.619,0.0,,,0.124295725332952,-0.124295725332952,0.0594
5672,Kepler-1585 b,b,Kepler-1585,3.5827463,0.0,89.55,1.79,3.7,1064.0,182.941,0.0397,1.541,0.94,5538.0,-0.433537405484367,0.91,4.37,0.08,944.465,1.03152,10.0870141,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.1589897,44.5630457,78.17318,10.02584,0.25,-0.16,0.0,0.05,-0.05,0.0,0.12,-0.06,0.0,5.3,-2.64,0.0,33.906,-31.671,0.0364264,-0.0364264,0.0445
5673,Kepler-646 b,b,Kepler-646,15.87364565,0.0,89.3,1.99,3.22,632.0,38.229,0.04156,3.6124,0.93,5634.0,-0.258781725117643,0.91,4.57,-0.07,451.794,2.18456,21.3107943,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.4714596,44.3870422,76.15527,13.5747,0.37,-0.19,0.0,0.06,-0.06,0.0,0.13,-0.08,0.0,4.74,-2.78,0.0,3.1815,-3.1815,0.0154703,-0.0154703,0.1149
5674,Kepler-204 b,b,Kepler-204,14.400974,0.0,86.44,2.53,2.35,828.0,79.703,0.03964,3.906,1.03,5812.0,0.0298109619971495,1.24,3.3,0.01,686.723,1.42737,18.7319359,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.347162,41.761845,72.12006,15.95528,0.54,-0.54,0.0,0.04,-0.043,0.0,0.26,-0.26,0.0,1.5,-1.5,0.0,7.142,-7.0,0.0148797,-0.0148797,0.117
5675,Kepler-1286 b,b,Kepler-1286,11.25402929,0.0,87.68,2.15,2.91,888.0,151.77,0.04334,4.679,1.0,5753.0,0.128220214592527,0.98,4.17,0.03,1354.46,0.709606,5.5585362,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,280.2583709,43.8357433,72.7837,20.17847,0.45,-0.18,0.0,0.05,-0.05,0.0,0.2,-0.07,0.0,3.54,-2.46,0.0,45.81,-42.95,0.0240012,-0.0240012,0.0991
5676,Kepler-1190 b,b,Kepler-1190,10.45843441,0.0,89.98,1.33,5.44,609.0,24.211,0.0332,3.102,0.76,4730.0,-0.727200750804006,0.72,3.98,-0.02,342.509,2.89083,8.4927012,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,284.9996582,49.4799506,79.57519,18.96771,0.05,-0.11,0.0,0.03,-0.04,0.0,0.02,-0.04,0.0,6.11,-2.25,0.0,2.3055,-2.3055,0.0195051,-0.0195051,0.0845
5677,Kepler-154 f,f,Kepler-154,9.91935684,0.0,89.47,1.5,4.66,838.0,139.884,0.01867,4.24,0.98,5769.0,0.0332174165986792,0.98,4.47,-0.04,915.212,1.06396,5.4216178,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.7805393,49.8965624,81.16841,16.24171,0.34,-0.21,0.0,0.04,-0.04,0.0,0.08,-0.06,0.0,2.58,-2.42,0.0,16.92,-16.327,0.0196929,-0.0196929,0.0871
5678,Kepler-848 b,b,Kepler-848,6.91134416,0.0,88.37,1.7,3.95,1086.0,794.778,0.02017,5.6555,1.01,5695.0,0.593690702959695,1.2,8.32,0.15,1378.47,0.696616,5.7588798,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.2882949,48.8116114,81.12202,13.71305,0.31,-0.25,0.0,0.04,-0.04,0.0,0.18,-0.17,0.0,1.7,-2.86,0.0,29.265,-29.265,0.0152831,-0.0152831,0.072
5679,Kepler-1129 b,b,Kepler-1129,24.3397804,0.0,87.53,2.96,1.92,737.0,32.265,0.07773,3.292,1.0,5831.0,-0.0274023091332884,1.0,4.07,-0.04,1183.88,0.816732,6.6863933,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.6044965,41.3093275,73.6759,11.49987,0.51,-0.33,0.0,0.06,-0.06,0.0,0.17,-0.1,0.0,3.04,-2.33,0.0,42.02,-42.02,0.0297207,-0.0297207,0.1644
5680,Kepler-1566 b,b,Kepler-1566,0.53991524,0.0,85.27,0.79,4.66,1871.0,2340.984,0.0097,1.139,0.84,5254.0,-0.436752855860681,0.81,5.01,-0.07,466.586,2.11442,14.3277948,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,283.5875459,40.5749018,70.4559,16.73832,0.08,-0.05,0.0,0.04,-0.05,0.0,0.06,-0.05,0.0,6.36,-3.26,0.0,3.6975,-3.6975,0.0168558,-0.0168558,0.0121
